-3.171422431698028288e-01,-2.598269005387041641e-01
-3.332243578790011068e-02,-4.305978115423671204e-02
-3.052522745391040779e-02,-6.547524293649094329e-02
-1.854674526869282483e-02,-2.517178975207088817e-02
6.093293094233786178e+00,1.329183651091479401e+00
-4.531738262965429725e-02,-5.221397249285175679e-02
-3.873920501726370313e-02,-5.467300435372212775e+00
2.832482336315091942e+00,-2.456815120625426563e-01
3.534041480277873681e+00,9.155202261164929745e-01
6.295387795887833447e-03,2.446296979182333020e-02
4.366667543626976844e+00,8.302387516661916322e+00
-2.475265342676536383e-03,-2.056489608327648905e-02
3.537761699024844386e+00,-2.927766392944120888e+00
1.197563940747684540e-02,1.978324630599964315e-02
3.469885618270879268e-01,9.154466505549966326e-01
4.769837317521941955e+00,-6.075172401865744476e+00
